tb5id,uid,sid,topID,subtopID,conID,passID,passOrder,c1Ans,c2Ans,c3Ans,c4Ans,passRT
86,31,A1I7XL4VK40KOD,1,102,1,102102,2,37,80,73,,122
87,28,A19C4VNUIIRCPD,1,103,2,103202,2,64,58,46,,51
88,30,A2E0FOTFTVWZ7T,1,101,1,101101,1,85,68,84,,65
89,31,A1I7XL4VK40KOD,1,102,1,102103,3,36,82,77,,97
90,30,A2E0FOTFTVWZ7T,1,101,1,101102,2,72,92,83,,62
91,28,A19C4VNUIIRCPD,1,103,2,103203,3,47,88,71,,125
92,31,A1I7XL4VK40KOD,1,101,2,101201,1,25,57,77,,74
93,30,A2E0FOTFTVWZ7T,1,101,1,101103,3,70,73,71,,61
94,28,A19C4VNUIIRCPD,1,103,2,103204,4,49,54,39,,64
95,30,A2E0FOTFTVWZ7T,1,101,1,101104,4,99,72,78,,38
96,31,A1I7XL4VK40KOD,1,103,3,103301,1,22,62,69,,113
97,31,A1I7XL4VK40KOD,1,103,3,103302,2,26,31,30,,78
98,37,A3NGG3QTB0WINC,1,101,1,101101,1,60,85,80,,94
99,37,A3NGG3QTB0WINC,1,101,1,101102,2,56,99,75,,90
100,37,A3NGG3QTB0WINC,1,102,2,102201,1,70,76,75,,61
101,37,A3NGG3QTB0WINC,1,102,2,102202,2,45,75,51,,92
102,37,A3NGG3QTB0WINC,1,103,3,103301,1,55,100,55,,99
103,37,A3NGG3QTB0WINC,1,103,3,103302,2,60,70,70,,80
104,38,A1N54C8VTUX1CF,1,102,2,102201,1,100,95,100,,196
105,37,A3NGG3QTB0WINC,1,103,3,103303,3,56,99,75,,79
106,38,A1N54C8VTUX1CF,1,102,2,102202,2,100,95,95,,113
107,38,A1N54C8VTUX1CF,1,102,2,102203,3,100,100,100,,73
108,38,A1N54C8VTUX1CF,1,102,2,102204,4,100,100,100,,110
109,38,A1N54C8VTUX1CF,1,102,2,102205,5,100,100,100,,92
110,38,A1N54C8VTUX1CF,1,102,2,102206,6,51,0,0,,16
111,39,http://web.engr.illinois.edu/~cchin6/textsearch1/,1,102,3,102301,1,100,24,20,,58
112,39,http://web.engr.illinois.edu/~cchin6/textsearch1/,1,102,3,102302,2,92,7,31,,11
113,39,http://web.engr.illinois.edu/~cchin6/textsearch1/,1,102,3,102303,3,85,25,46,,10
114,39,http://web.engr.illinois.edu/~cchin6/textsearch1/,1,102,3,102304,4,88,67,68,,8
